id_sampling_point;date_sample_collect;precision_date;id_level_1;level_1_scale_obs;id_level_2;level_2_scale_obs;id_level_3;level_3_scale_obs;country_code;main_prog_name;additional_name;data_type;id_sample;macrof_sampl_obs_meth;macrofauna_nb_samples;macrofauna_extract_duration;macrofauna_sampling_met_iso;macrof_sampled_each_subsample;macrofauna_exposit_time_traps
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-28_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;28;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-28_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-29_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;29;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-29_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-210_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;210;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-210_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-211_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;211;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-211_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-212_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;212;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-212_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-213_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;213;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-213_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-31_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;31;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-31_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-32_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;32;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-32_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-33_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;33;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-33_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-34_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;34;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-34_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-35_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;35;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-35_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-36_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;36;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-36_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-37_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;37;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-37_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-38_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;38;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-38_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-39_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;39;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-39_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-310_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;310;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-310_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-311_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;311;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-311_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-312_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;312;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-312_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-313_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;313;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-313_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-314_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;314;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-314_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-42_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;42;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-42_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-43_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;43;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-43_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-44_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;44;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-44_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-45_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;45;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-45_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-46_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;46;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-46_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-47_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;47;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-47_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-48_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;48;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-48_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-49_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;49;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-49_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-410_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;410;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-410_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-411_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;411;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-411_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-412_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;412;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-412_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-413_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;413;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-413_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-414_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;414;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-414_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-51_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;51;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-51_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-52_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;52;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-52_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-53_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;53;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-53_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-54_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;54;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-54_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-55_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;55;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-55_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-56_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;56;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-56_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-57_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;57;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-57_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-58_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;58;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-58_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-59_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;59;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-59_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-510_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;510;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-510_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-511_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;511;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-511_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-512_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;512;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-512_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-513_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;513;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-513_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-514_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;514;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-514_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-515_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;515;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-515_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-61_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;61;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-61_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-62_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;62;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-62_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-63_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;63;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-63_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-64_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;64;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-64_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-65_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;65;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-65_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-66_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;66;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-66_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-67_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;67;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-67_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-68_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;68;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-68_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-69_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;69;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-69_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-610_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;610;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-610_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-611_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;611;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-611_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-612_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;612;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-612_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-613_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;613;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-613_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-614_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;614;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-614_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-71_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;71;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-71_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-72_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;72;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-72_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-73_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;73;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-73_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-74_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;74;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-74_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-75_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;75;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-75_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-76_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;76;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-76_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-77_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;77;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-77_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-78_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;78;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-78_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-79_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;79;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-79_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-710_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;710;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-710_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-711_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;711;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-711_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-712_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;712;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-712_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-713_B-NA_P-NA;date:2014-05-01T00:00:00:yyyy-MM-dd;M;713;F;NA;B;NA;P;NL;verhoeven2020godwitstudy;;Metadata Macrofauna;2014-05-01-M_NL_Verhoeven2020GodwitStudy_F-713_B-NA_P-NA_Metadata Macrofauna;hand_sorting;1.0;;;400.0;
