id_sampling_point;date_sample_collection;precision_date;data_type;id_sample;id_level_1;id_level_2;id_level_3;country_code;main_prog_name;type_of_sample;additional_name;fungi_ace_index;amf_spore_density;fungi_chao1_index;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;fungi_fisher_alpha;fungi_shannon_index;fungi_simpson_index;fungi_evenness_index;fungi_richness_index;fungi_number_amf_taxon;fungi_index_shan_logbase;mucor_relative_abundance;phoma_relative_abundance;apodus_relative_abundance;amf_phylogenetic_diversity;fungi_evenness_index_method;fungi_inverse_simpson_index;fusarium_relative_abundance;geomyces_relative_abundance;preussia_relative_abundance;rhizopus_relative_abundance;ascobolus_relative_abundance;exophiala_relative_abundance;fungi_phylogenetic_diversity;fusicolla_relative_abundance;paraphoma_relative_abundance;periconia_relative_abundance;podospora_relative_abundance;saitozyma_relative_abundance;acremonium_relative_abundance;alternaria_relative_abundance;chaetomium_relative_abundance;gibberella_relative_abundance;minimedusa_relative_abundance;coprinellus_relative_abundance;coprinopsis_relative_abundance;metarhizium_relative_abundance;mortierella_relative_abundance;sanchytrium_relative_abundance;scutellinia_relative_abundance;stromatinia_relative_abundance;syncephalis_relative_abundance;trichoderma_relative_abundance;cladorrhinum_relative_abundance;cladosporium_relative_abundance;clonostachys_relative_abundance;lophotrichus_relative_abundance;microdochium_relative_abundance;pseudaleuria_relative_abundance;pyrenochaeta_relative_abundance;stachybotrys_relative_abundance;tetracladium_relative_abundance;gibellulopsis_relative_abundance;pseudeurotium_relative_abundance;rhizophlyctis_relative_abundance;schizothecium_relative_abundance;solicoccozyma_relative_abundance;spizellomyces_relative_abundance;trichocladium_relative_abundance;dactylonectria_relative_abundance;leptodontidium_relative_abundance;ophiosphaerella_relative_abundance;ramophialophora_relative_abundance;trichosporiella_relative_abundance;plectosphaerella_relative_abundance;pseudogymnoascus_relative_abundance;pyrenochaetopsis_relative_abundance;pseudoarthrographis_relative_abundance
2018-01-01_Y_ES_LUCAS_F_744_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;744;NA;NA;ES;lucas;;;;;15;F;NA;NA;2147483650.5;1.6094379124341;0.2;1;5;;e;0;;0;;Pielou;5;0;0;0;0;0;0;;0;0;0;0;0;0;0.2;0;;0;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0
2018-01-01_Y_ES_LUCAS_F_782_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;782;NA;NA;ES;lucas;;;;;757.287671232877;F;NA;NA;167.939271645446;4.65818934443478;0.031464489795918;0.774594277175576;409;;e;0;;0;;Pielou;31.7818596928186;0.017142857142857;0;0.007428571428571;0;0;0;;0;0.014285714285714;0;0.001714285714286;0;0.004;0.033142857142857;0;;0;0;0.001714285714286;0;0.007428571428571;;0;0;0;0;0;0;0.000571428571429;;0.001714285714286;0;0;0;0.002285714285714;0;0;0.000571428571429;0;0.013714285714286;0.002857142857143;0;0;0;0;0.000571428571429;;0;0.001714285714286;0;0.001714285714286
2018-01-01_Y_ES_LUCAS_F_95_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;95;NA;NA;ES;lucas;;;;;1105.63855421687;F;NA;NA;226.608136953519;5.14222867935662;0.014883021055283;0.825856965513554;506;;e;0.02066772655008;;0;;Pielou;67.1906594961789;0.083730789613143;0;0.010598834128246;0.013248542660307;0.008479067302597;0;;0.001059883412825;0.001059883412825;0;0;0;0.003179650238474;0.020137784843667;0;;0.012188659247483;0.039745627980922;0.001059883412825;0;0.055643879173291;;0;0;0;0;0.000529941706412;0.010068892421834;0;;0.000529941706412;0;0;0.000529941706412;0;0.004769475357711;0;0.001059883412825;0;0.055113937466879;0.000529941706412;0;0;0;0;0;;0;0.004239533651298;0.001589825119237;0
2018-01-01_Y_ES_LUCAS_F_97_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;97;NA;NA;ES;lucas;;;;;717.317073170732;F;NA;NA;218.550321847733;5.3936916983189;0.008856519450901;0.89653437487483;410;;e;0;;0;;Pielou;112.911173011452;0.033940397350993;0;0.001655629139073;0;0.006622516556291;0.009933774834437;;0.014072847682119;0.006622516556291;0.002483443708609;0;0;0;0.000827814569536;0.003311258278146;;0.014900662251656;0.003311258278146;0;0;0.071192052980133;;0;0;0;0;0.002483443708609;0.009933774834437;0.028145695364238;;0.003311258278146;0;0.000827814569536;0;0.013245033112583;0.001655629139073;0.001655629139073;0.006622516556291;0.024834437086093;0.043046357615894;0.000827814569536;0;0;0;0.013245033112583;0;;0;0;0;0
2018-01-01_Y_FI_LUCAS_F_207_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;207;NA;NA;FI;lucas;;;;;1511.44347826087;F;NA;NA;256.902304090549;4.79665423079412;0.03917618779453;0.726182874444148;739;;e;0;;0;;Pielou;25.5257097817879;0;0;0.009526022304833;0;0.001626394052045;0.000232342007435;;0;0;0.000232342007435;0.000232342007435;0.002091078066915;0;0;0;;0;0;0;0.001626394052045;0.071793680297398;;0.000232342007435;0;0;0.001626394052045;0.00092936802974;0.00046468401487;0;;0.000697026022305;0;0;0;0;0.000232342007435;0.00092936802974;0;0.00046468401487;0.009061338289963;0;0;0.000232342007435;0;0;0;;0;0.002555762081784;0;0
2018-01-01_Y_FI_LUCAS_F_288_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;288;NA;NA;FI;lucas;;;;;1362.22448979592;F;NA;NA;271.603330243228;5.42405854084813;0.010535181972414;0.839649963734763;639;;e;0;;0.03405572755418;;Pielou;94.9200500398044;0.00077399380805;0;0.001160990712074;0;0.005030959752322;0.080495356037152;;0.002708978328173;0.00077399380805;0;0.001934984520124;0.021671826625387;0.000386996904025;0;0;;0.005030959752322;0.006965944272446;0;0;0.110294117647059;;0.001160990712074;0.00077399380805;0.000386996904025;0.002321981424149;0;0;0.007352941176471;;0.005804953560372;0;0;0;0;0.001547987616099;0.000386996904025;0;0.003482972136223;0.019736842105263;0;0;0;0;0.012383900928793;0;;0;0.002321981424149;0.00077399380805;0
2018-01-01_Y_FI_LUCAS_F_290_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;290;NA;NA;FI;lucas;;;;;1213.55084745763;F;NA;NA;321.210019727908;5.78789938871839;0.007193984808962;0.884860547870169;693;;e;0.000407000407;;0.00976800976801;;Pielou;139.005019687306;0.015059015059015;0.000407000407;0.006105006105006;0.001221001221001;0.004477004477004;0.023199023199023;;0.002442002442002;0.003256003256003;0;0;0.009361009361009;0;0;0;;0.001221001221001;0.011396011396011;0;0;0.037851037851038;;0.001628001628002;0;0;0.000814000814001;0;0.007326007326007;0.001221001221001;;0.007733007733008;0.000407000407;0;0;0;0.002442002442002;0.004070004070004;0;0.000407000407;0.00976800976801;0;0;0;0;0.010582010582011;0;;0.000814000814001;0.008547008547009;0;0
2018-01-01_Y_FI_LUCAS_F_296_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;296;NA;NA;FI;lucas;;;;;1199.74324324324;F;NA;NA;187.506267775328;4.61543447394292;0.0287120851929;0.743394950309623;497;;e;0.000810372771475;;0.007293354943274;;Pielou;34.8285397344556;0.042949756888169;0;0.005267423014587;0;0.003646677471637;0.008103727714749;;0.001215559157212;0;0;0;0.009724473257699;0;0.000810372771475;0;;0.000810372771475;0.000405186385737;0;0;0.03322528363047;;0.000810372771475;0;0;0;0.012560777957861;0.00162074554295;0.000810372771475;;0.012560777957861;0.001215559157212;0;0;0.005267423014587;0.000405186385737;0.000810372771475;0.000810372771475;0.005267423014587;0.021880064829822;0;0;0;0;0.004457050243112;0;;0;0.001215559157212;0.000405186385737;0
2018-01-01_Y_FI_LUCAS_F_327_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;327;NA;NA;FI;lucas;;;;;908.686274509804;F;NA;NA;238.13127742501;5.10781669031428;0.024524432341114;0.815999714938977;523;;e;0.000525486074619;;0.000525486074619;;Pielou;40.7756634726898;0.012086179716238;0;0.002101944298476;0;0.006305832895428;0.003678402522333;;0.002101944298476;0.000525486074619;0;0.009984235417761;0.003152916447714;0.001050972149238;0.000525486074619;0.003152916447714;;0;0;0;0;0.046242774566474;;0.000525486074619;0.001576458223857;0;0.001050972149238;0;0.005780346820809;0.001050972149238;;0;0;0;0;0.001050972149238;0;0;0;0.014713610089333;0.006305832895428;0;0;0;0;0.001050972149238;0.000525486074619;;0;0.000525486074619;0.000525486074619;0
2018-01-01_Y_FI_LUCAS_F_341_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;341;NA;NA;FI;lucas;;;;;1202.48214285714;F;NA;NA;295.163057485163;5.56031021684517;0.007986469811754;0.910478037998774;449;;e;0;;0.001893939393939;;Pielou;125.211767347855;0.006628787878788;0;0;0;0;0.007575757575758;;0.003787878787879;0.001893939393939;0;0.010416666666667;0.001893939393939;0;0;0;;0;0.005681818181818;0;0;0.020833333333333;;0.001893939393939;0.00094696969697;0;0.00094696969697;0;0;0.001893939393939;;0;0.001893939393939;0;0;0;0.010416666666667;0.001893939393939;0;0.001893939393939;0.010416666666667;0;0;0;0;0.002840909090909;0.00094696969697;;0.002840909090909;0.004734848484848;0;0
2018-01-01_Y_FI_LUCAS_F_363_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;363;NA;NA;FI;lucas;;;;;1158.76271186441;F;NA;NA;189.887270760271;4.71320925532519;0.035888456913511;0.76656640784089;468;;e;0.005873715124816;;0.006852667645619;;Pielou;27.8641124752158;0.014684287812041;0;0.003915810083211;0.000489476260401;0.00342633382281;0.037689672050906;;0.002936857562408;0;0;0;0.003915810083211;0.000489476260401;0.000489476260401;0;;0.006363191385218;0.000978952520803;0;0;0.030347528144885;;0;0.002447381302007;0.000489476260401;0.000489476260401;0.029858051884484;0.000978952520803;0.002447381302007;;0.005384238864415;0;0.001957905041605;0;0.002936857562408;0.009789525208027;0;0;0.13558492413118;0.012236906510034;0;0;0;0;0.002447381302007;0;;0;0;0;0
2018-01-01_Y_FI_LUCAS_F_423_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;423;NA;NA;FI;lucas;;;;;1404.26470588235;F;NA;NA;244.659939107146;5.30170676490998;0.013220252681157;0.80330466568129;735;;e;0.006609808102345;;0.011727078891258;;Pielou;75.641519426123;0.048400852878465;0.000639658848614;0.005117270788913;0;0;0.009808102345416;;0.005330490405117;0;0;0.004690831556503;0.005756929637527;0;0.005117270788913;0;;0.000213219616205;0;0;0;0.052452025586354;;0;0;0.000213219616205;0.000426439232409;0;0.050319829424307;0.000426439232409;;0.007675906183369;0;0;0;0.004051172707889;0.053304904051173;0.000639658848614;0.006396588486141;0.006183368869936;0.008955223880597;0;0;0;0;0.004051172707889;0;;0.002345415778252;0.001492537313433;0;0
2018-01-01_Y_FI_LUCAS_F_479_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;479;NA;NA;FI;lucas;;;;;811.75;F;NA;NA;165.914110793489;4.94238054788632;0.018787402957287;0.829118624510186;388;;e;0.003217503217503;;0.002574002574003;;Pielou;53.2271545073837;0.003861003861004;0;0.000643500643501;0;0.012226512226512;0.002574002574003;;0.005791505791506;0;0;0.003217503217503;0.001287001287001;0;0;0;;0;0.000643500643501;0;0;0.045045045045045;;0.000643500643501;0;0;0.001287001287001;0.009009009009009;0.013513513513514;0;;0.001930501930502;0.000643500643501;0;0;0;0.001287001287001;0.001930501930502;0;0.035392535392535;0.05019305019305;0;0;0;0;0.001930501930502;0;;0.000643500643501;0.002574002574003;0;0
2018-01-01_Y_FI_LUCAS_F_557_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;557;NA;NA;FI;lucas;;;;;1148.19480519481;F;NA;NA;192.460157604472;4.79584542631546;0.029336565715085;0.759176887754187;554;;e;0.001238006809037;;0;;Pielou;34.0871528628104;0.005571030640669;0.000619003404519;0.005261528938409;0;0.000619003404519;0.001547508511297;;0.005880532342928;0;0;0;0.007428040854225;0;0;0;;0;0;0;0;0.025069637883008;;0.000928505106778;0;0.000309501702259;0.004333023831631;0.000928505106778;0.001238006809037;0.000309501702259;;0;0.000928505106778;0;0;0;0.002166511915816;0.017641597028784;0.000928505106778;0.002785515320334;0.025688641287527;0;0;0;0;0;0;;0;0.000309501702259;0;0
2018-01-01_Y_FR_LUCAS_F_155_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;155;NA;NA;FR;lucas;;;;;2098.51655629139;F;NA;NA;431.216238377694;5.60406749059898;0.014552689024577;0.818604415021645;940;;e;0.000295595625185;;0;;Pielou;68.71582278101;0.018918120011824;0;0.008276677505173;0;0.001773573751108;0.007685486254803;;0.002069169376293;0;0;0.000295595625185;0.003842743127402;0.000591191250369;0;0;;0.000886786875554;0;0.001773573751108;0;0.034289092521431;;0;0;0.000295595625185;0.038723026899202;0;0;0.000295595625185;;0.007685486254803;0;0.000591191250369;0;0;0.002364765001478;0.001477978125924;0;0.001182382500739;0.013597398758498;0.003842743127402;0;0.000295595625185;0;0.000591191250369;0;;0.000295595625185;0.003547147502217;0.000295595625185;0
2018-01-01_Y_FR_LUCAS_F_188_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;188;NA;NA;FR;lucas;;;;;1493.5572519084;F;NA;NA;307.779385095759;5.38393331503712;0.014655243107054;0.81116830017157;763;;e;0.022592152199762;;0;;Pielou;68.2349649675;0.010107015457788;0;0.002972651605232;0;0.019024970273484;0.014863258026159;;0.001783590963139;0.001783590963139;0.000594530321046;0;0.005945303210464;0;0;0;;0.000297265160523;0;0.000594530321046;0.001189060642093;0.194114149821641;;0.001189060642093;0.000297265160523;0.00089179548157;0.00089179548157;0.008620689655172;0.002675386444709;0.006837098692033;;0;0.000297265160523;0.001189060642093;0;0;0.085909631391201;0.002972651605232;0;0.002378121284185;0.021997621878716;0;0;0;0;0;0.000297265160523;;0.002675386444709;0.00089179548157;0.000297265160523;0
2018-01-01_Y_FR_LUCAS_F_201_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;201;NA;NA;FR;lucas;;;;;1099.17647058824;F;NA;NA;223.380573106235;4.88619052350474;0.026404551111111;0.75565746389644;643;;e;0.032266666666667;;0;;Pielou;37.8722590583711;0.033333333333333;0;0.041866666666667;0.000266666666667;0.0728;0;;0;0;0;0.0048;0;0;0.003733333333333;0;;0;0.004266666666667;0;0;0.026133333333333;;0.000266666666667;0;0;0;0.001333333333333;0.004266666666667;0.000266666666667;;0;0;0;0.000533333333333;0.000266666666667;0;0.000266666666667;0.0024;0.0016;0.019733333333333;0.003466666666667;0;0;0;0.000533333333333;0;;0.000266666666667;0.001866666666667;0.000533333333333;0.000533333333333
2018-01-01_Y_FR_LUCAS_F_212_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;212;NA;NA;FR;lucas;;;;;918.068965517241;F;NA;NA;198.551487740247;5.03559160167914;0.017474304380088;0.844027447172506;390;;e;0.00328677074774;;0;;Pielou;57.2268845871489;0.004108463434675;0;0.013968775677897;0;0.00164338537387;0.014790468364832;;0;0;0.000821692686935;0;0.004930156121611;0.000821692686935;0.006573541495481;0;;0.005751848808546;0;0;0;0.015612161051767;;0;0;0.00164338537387;0.002465078060805;0;0.007395234182416;0;;0.00164338537387;0;0;0.00328677074774;0;0.002465078060805;0;0.014790468364832;0;0.00164338537387;0;0;0;0;0.00164338537387;0.000821692686935;;0;0;0;0.160230073952342
2018-01-01_Y_FR_LUCAS_F_215_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;215;NA;NA;FR;lucas;;;;;942.276315789474;F;NA;NA;303.639542900368;5.56048237237843;0.007311234047023;0.916297364369157;432;;e;0;;0;;Pielou;136.775815624065;0.043933054393305;0.001046025104603;0.00836820083682;0;0;0.001046025104603;;0.001046025104603;0.009414225941423;0;0;0.00418410041841;0;0.009414225941423;0;;0.040794979079498;0;0;0.00418410041841;0.070083682008368;;0;0;0;0.003138075313808;0.002092050209205;0.001046025104603;0.00418410041841;;0;0;0;0;0;0;0;0.001046025104603;0;0.013598326359833;0.002092050209205;0;0;0;0;0;;0.00418410041841;0.00418410041841;0;0.005230125523013
2018-01-01_Y_FR_LUCAS_F_216_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;216;NA;NA;FR;lucas;;;;;659.384615384615;F;NA;NA;79.2995796250811;3.19266283581843;0.160530618311534;0.592936347529062;218;;e;0.000862068965517;;0.00948275862069;;Pielou;6.22934123420212;0.007758620689655;0;0;0.000862068965517;0;0.011206896551724;;0.000862068965517;0.001724137931034;0;0;0;0;0;0;;0.012931034482759;0;0;0;0.044827586206897;;0;0;0;0.001724137931034;0;0.003448275862069;0;;0.002586206896552;0;0;0;0;0.000862068965517;0.000862068965517;0.003448275862069;0;0.006034482758621;0;0;0;0;0.001724137931034;0;;0.002586206896552;0;0;0
2018-01-01_Y_FR_LUCAS_F_219_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;219;NA;NA;FR;lucas;;;;;968;F;NA;NA;263.40292298155;5.27321921329195;0.015209870419741;0.858846639287369;464;;e;0.001574803149606;;0;;Pielou;65.7467797162889;0.024409448818898;0;0.002362204724409;0;0.005511811023622;0.009448818897638;;0;0;0.003149606299213;0.002362204724409;0.007874015748032;0;0;0;;0;0;0;0.000787401574803;0.043307086614173;;0;0;0;0.007086614173228;0.007086614173228;0;0.002362204724409;;0;0;0;0;0;0;0;0.003149606299213;0.000787401574803;0.018897637795276;0;0;0;0;0;0.001574803149606;;0;0.003149606299213;0;0
2018-01-01_Y_FR_LUCAS_F_221_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;221;NA;NA;FR;lucas;;;;;1446.10526315789;F;NA;NA;274.600562540894;5.0224059896443;0.033554294315654;0.77976209831277;627;;e;0.000826787928896;;0.000413393964448;;Pielou;29.8024446764624;0.005787515502274;0;0.003307151715585;0;0.002893757751137;0.01529557668458;;0.000413393964448;0.000413393964448;0.002066969822241;0;0.023976849937991;0.000826787928896;0;0.000413393964448;;0.016535758577925;0.000413393964448;0.01529557668458;0;0.07689127738735;;0;0;0;0.006200909466722;0;0;0.000413393964448;;0;0.000413393964448;0;0;0;0.000413393964448;0.001240181893344;0;0.001240181893344;0.011161637040099;0;0;0;0;0.002066969822241;0;;0;0.000413393964448;0.002066969822241;0
2018-01-01_Y_FR_LUCAS_F_229_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;229;NA;NA;FR;lucas;;;;;1091.77551020408;F;NA;NA;231.951862288875;5.13310284344555;0.01784409892518;0.858902517832334;394;;e;0;;0;;Pielou;56.0409356725146;0.014478764478765;0;0.008687258687259;0.000965250965251;0;0.000965250965251;;0;0.002895752895753;0.002895752895753;0;0;0.000965250965251;0.025096525096525;0;;0.017374517374517;0;0;0.001930501930502;0.028957528957529;;0;0;0;0;0;0.005791505791506;0.000965250965251;;0;0;0;0;0;0.007722007722008;0;0.006756756756757;0.001930501930502;0.00965250965251;0;0;0;0;0.000965250965251;0;;0.000965250965251;0.002895752895753;0;0.001930501930502
2018-01-01_Y_FR_LUCAS_F_240_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;240;NA;NA;FR;lucas;;;;;1314.14925373134;F;NA;NA;223.145750014454;4.72991732122997;0.037201446139913;0.76134189876685;499;;e;0;;0;;Pielou;26.880675451138;0.020375335120643;0;0.001072386058981;0;0.000536193029491;0.006434316353887;;0.005361930294906;0;0.010723860589812;0;0.002680965147453;0.000536193029491;0;0.000536193029491;;0;0;0;0.001072386058981;0.031099195710456;;0.002144772117962;0;0;0.001072386058981;0;0.001072386058981;0.003217158176944;;0.002144772117962;0;0.000536193029491;0;0;0;0;0;0.001072386058981;0;0;0;0;0;0;0;;0.001072386058981;0.002680965147453;0;0
2018-01-01_Y_FR_LUCAS_F_247_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;247;NA;NA;FR;lucas;;;;;1033.89887640449;F;NA;NA;350.572372170672;5.83680668743194;0.004537617647406;0.935344339296945;513;;e;0.003436426116838;;0.002577319587629;;Pielou;220.379960962915;0.036082474226804;0;0.001718213058419;0.00085910652921;0.018041237113402;0.005154639175258;;0.002577319587629;0;0;0.001718213058419;0;0;0;0;;0.010309278350516;0.003436426116838;0.00085910652921;0;0.036941580756014;;0.003436426116838;0;0;0.00085910652921;0.00085910652921;0.006013745704467;0.006013745704467;;0.002577319587629;0;0.00085910652921;0;0;0.003436426116838;0.006013745704467;0.004295532646048;0.00085910652921;0.011168384879725;0.008591065292096;0;0;0;0.001718213058419;0;;0.013745704467354;0.00085910652921;0.004295532646048;0
2018-01-01_Y_FR_LUCAS_F_314_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;314;NA;NA;FR;lucas;;;;;907.540540540541;F;NA;NA;182.138075327096;4.9134982609426;0.022596351847484;0.800540365781076;463;;e;0;;0.00422138836773;;Pielou;44.2549313601402;0.051594746716698;0;0.017823639774859;0;0;0.00093808630394;;0.017823639774859;0;0.00234521575985;0.00093808630394;0;0;0.01360225140713;0.00422138836773;;0.00281425891182;0;0;0.00046904315197;0.016416510318949;;0.00234521575985;0;0;0;0;0.00656660412758;0.00093808630394;;0.00422138836773;0;0;0;0;0;0;0;0.018292682926829;0;0.00187617260788;0;0;0;0;0;;0.00046904315197;0.00281425891182;0.00046904315197;0
2018-01-01_Y_FR_LUCAS_F_334_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;334;NA;NA;FR;lucas;;;;;376;F;NA;NA;95.7826374109308;4.21052464218641;0.040817461730153;0.827605880016047;162;;e;0;;0;;Pielou;24.4993186154265;0.007075471698113;0;0.007075471698113;0;0;0.011792452830189;;0;0;0.011792452830189;0.009433962264151;0;0;0.002358490566038;0;;0.002358490566038;0;0;0;0.028301886792453;;0;0;0;0;0.025943396226415;0;0.004716981132075;;0.007075471698113;0;0;0;0;0.007075471698113;0;0.002358490566038;0.004716981132075;0.007075471698113;0;0;0;0;0.007075471698113;0;;0.007075471698113;0.002358490566038;0.002358490566038;0
2018-01-01_Y_FR_LUCAS_F_350_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;350;NA;NA;FR;lucas;;;;;820.733333333333;F;NA;NA;109.920082649491;3.10883306123696;0.189635675303604;0.5392419792876;319;;e;0;;0;;Pielou;5.27326938034742;0.006342494714588;0;0.008985200845666;0.000528541226216;0;0;;0;0.000528541226216;0.000528541226216;0;0;0;0.001585623678647;0;;0.022198731501057;0.000528541226216;0.000528541226216;0;0.015327695560254;;0;0;0;0;0.004756871035941;0;0;;0.000528541226216;0;0.002642706131078;0.004228329809725;0;0.003171247357294;0.000528541226216;0;0.000528541226216;0.006871035940803;0;0;0;0;0.001057082452431;0;;0;0;0.001057082452431;0
2018-01-01_Y_FR_LUCAS_F_358_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;358;NA;NA;FR;lucas;;;;;943.488636363636;F;NA;NA;170.735913432459;3.67811940266553;0.135344058228206;0.599053511736127;464;;e;0;;0;;Pielou;7.38857703168528;0.014906832298137;0;0.008281573498965;0;0.002898550724638;0;;0;0.000828157349896;0.000414078674948;0;0;0;0.002484472049689;0.000414078674948;;0.000414078674948;0.003312629399586;0;0;0.016977225672878;;0.000828157349896;0;0;0;0;0.000828157349896;0;;0;0;0.001656314699793;0;0;0;0.000414078674948;0.000828157349896;0.000414078674948;0.00703933747412;0;0;0;0;0;0;;0.000414078674948;0;0;0.012422360248447
2018-01-01_Y_FR_LUCAS_F_399_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;399;NA;NA;FR;lucas;;;;;1173.25925925926;F;NA;NA;318.900551737696;5.75175408363485;0.006982081105751;0.892998264672704;627;;e;0.000510464522716;;0;;Pielou;143.223773091995;0.093925472179683;0;0.006125574272588;0;0.006125574272588;0.003062787136294;;0;0;0.003062787136294;0.002041858090863;0.000510464522716;0;0.002041858090863;0;;0.001020929045431;0;0.000510464522716;0;0.030117406840225;;0;0.003062787136294;0.001531393568147;0;0.001020929045431;0.006125574272588;0.004594180704441;;0.002041858090863;0;0.002041858090863;0;0;0.000510464522716;0;0.016845329249617;0.002041858090863;0.017866258295049;0;0;0;0;0.004594180704441;0;;0.001020929045431;0.000510464522716;0.00357325165901;0.000510464522716
2018-01-01_Y_FR_LUCAS_F_404_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;404;NA;NA;FR;lucas;;;;;769.114285714286;F;NA;NA;200.053805418756;5.0336813877433;0.022720668375355;0.846276357973594;383;;e;0.001728608470182;;0.001728608470182;;Pielou;44.0127897419037;0.003457216940363;0;0.003457216940363;0;0.000864304235091;0.016421780466724;;0.001728608470182;0;0.001728608470182;0;0;0.000864304235091;0.005185825410545;0.012964563526361;;0.027657735522904;0;0;0;0.071737251512532;;0.000864304235091;0;0.006914433880726;0.006050129645635;0.001728608470182;0.005185825410545;0.000864304235091;;0.002592912705272;0;0.000864304235091;0;0;0.005185825410545;0;0;0.038893690579084;0.002592912705272;0;0;0;0;0;0.005185825410545;;0;0.000864304235091;0;0
2018-01-01_Y_FR_LUCAS_F_406_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;406;NA;NA;FR;lucas;;;;;798.382978723404;F;NA;NA;175.834987113391;4.60594537528851;0.047112324122648;0.799358608472899;318;;e;0.003344481605351;;0.006688963210702;;Pielou;21.2258685730868;0.014492753623188;0;0.006688963210702;0;0;0.028985507246377;;0.004459308807135;0;0.001114827201784;0;0;0.001114827201784;0.006688963210702;0;;0.001114827201784;0;0;0;0.035674470457079;;0.002229654403567;0;0.003344481605351;0.005574136008919;0.015607580824972;0.006688963210702;0.004459308807135;;0.002229654403567;0;0;0;0;0.03901895206243;0.003344481605351;0;0.00891861761427;0.01783723522854;0.001114827201784;0;0;0;0.004459308807135;0.001114827201784;;0.003344481605351;0.003344481605351;0;0
2018-01-01_Y_FR_LUCAS_F_410_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;410;NA;NA;FR;lucas;;;;;1170.73863636364;F;NA;NA;325.87061093971;5.6462669770266;0.007617370885645;0.898762692592821;535;;e;0;;0;;Pielou;131.278890710772;0.021370670596905;0;0.007369196757553;0;0.001473839351511;0.002947678703021;;0;0;0.000736919675755;0;0;0.001473839351511;0.005895357406043;0;;0.012527634487841;0.028002947678703;0.000736919675755;0;0.071481208548268;;0.001473839351511;0;0.004421518054532;0.001473839351511;0;0.005895357406043;0;;0.003684598378777;0;0;0;0.000736919675755;0.015475313190862;0;0.007369196757553;0.007369196757553;0.003684598378777;0;0;0;0;0.001473839351511;0.034635224760501;;0;0.000736919675755;0.000736919675755;0.008843036109064
