id_sampling_point;date_sample_collection;precision_date;country_code;programme_name;additional_name;level_1_of_scale_observation;id_level_1_scale_observation;level_2_of_scale_observation_block_or_no;iid_level_2_scale_observation;level_3_of_scale_observation;id_level_3;id_sample;data_type;date_soil_sampling_for_chemical_analysis;type_of_the_sample;soil_type_wrb;wrb_version;soil_taxonomy_version;soil_type_in_soil_taxonomy;name_local_soil_classification;soil_type_in_a_local_classification;ph_method;ph_mean;cec_mean;caco3;texture;texture_triangle;sand;sand_limit;silt;silt_limit;clay_limit;bottom_depth_of_top_layer;carbon_azote_ratio_mean;soc_mean;som_mean;soil_sample_depth;bulk_density;soil_analysis_sample_mass;soil_humidity;soil_total_depth;phosphorus_total;phosphorus_available;potassium_available;nitrogen;organic_carbon
2022-10-14_D_IT_qbs_prati_F_E-19_NA_NA_P_2;date:2022-10-14T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-19;NA;NA;P;2;;;;;cambisol;;;;;;water;7.8;25.7;4;loam;;48.0;;30.0;;;;;;;;;;;;;;;;
2022-10-14_D_IT_qbs_prati_F_E-19_NA_NA_P_3;date:2022-10-14T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-19;NA;NA;P;3;;;;;cambisol;;;;;;water;7.8;25.7;4;loam;;48.0;;30.0;;;;;;;;;;;;;;;;
2022-10-13_D_IT_qbs_prati_F_E-4_NA_NA_P_2;date:2022-10-13T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-4;NA;NA;P;2;;;;;regosol;;;;;;water;8.1;8;46;loam;;42.0;;44.0;;;;;;;;;;;;;;;;
2022-10-13_D_IT_qbs_prati_F_E-4_NA_NA_P_3;date:2022-10-13T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-4;NA;NA;P;3;;;;;regosol;;;;;;water;8.1;8;46;loam;;42.0;;44.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-41_NA_NA_P_1;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-41;NA;NA;P;1;;;;;luvisol;;;;;;water;7.0;10;;sandy_loam;;62.0;;26.0;;;;;;;;;;;;;;;;
2018-04-26_D_IT_ACQUA&SOLE_F_IT_ACQUAESOLE_1_NA_NA_P_2;date:2018-04-26T00:00:00:yyyy-MM-dd;D;IT;acquaAMPERSANDsole;;F;IT_ACQUAESOLE_1;NA;NA;P;2;;;;;luvisol;;;;;;water;6.5;;;fine_sand;;67.0;;20.0;;;;;;;;;;;;;;;;
2018-04-26_D_IT_ACQUA&SOLE_F_IT_ACQUAESOLE_1_NA_NA_P_3;date:2018-04-26T00:00:00:yyyy-MM-dd;D;IT;acquaAMPERSANDsole;;F;IT_ACQUAESOLE_1;NA;NA;P;3;;;;;luvisol;;;;;;water;6.5;;;fine_sand;;67.0;;20.0;;;;;;;;;;;;;;;;
2018-04-26_D_IT_ACQUA&SOLE_F_IT_ACQUAESOLE_2_NA_NA_P_1;date:2018-04-26T00:00:00:yyyy-MM-dd;D;IT;acquaAMPERSANDsole;;F;IT_ACQUAESOLE_2;NA;NA;P;1;;;;;luvisol;;;;;;water;6.7;;;fine_sand;;51.0;;30.0;;;;;;;;;;;;;;;;
2018-04-26_D_IT_ACQUA&SOLE_F_IT_ACQUAESOLE_2_NA_NA_P_2;date:2018-04-26T00:00:00:yyyy-MM-dd;D;IT;acquaAMPERSANDsole;;F;IT_ACQUAESOLE_2;NA;NA;P;2;;;;;luvisol;;;;;;water;6.7;;;fine_sand;;51.0;;30.0;;;;;;;;;;;;;;;;
2018-04-26_D_IT_ACQUA&SOLE_F_IT_ACQUAESOLE_4_NA_NA_P_1;date:2018-04-26T00:00:00:yyyy-MM-dd;D;IT;acquaAMPERSANDsole;;F;IT_ACQUAESOLE_4;NA;NA;P;1;;;;;cambisol;;;;;;water;6.9;;;fine_sand;;61.0;;24.0;;;;;;;;;;;;;;;;
2018-04-26_D_IT_ACQUA&SOLE_F_IT_ACQUAESOLE_4_NA_NA_P_2;date:2018-04-26T00:00:00:yyyy-MM-dd;D;IT;acquaAMPERSANDsole;;F;IT_ACQUAESOLE_4;NA;NA;P;2;;;;;cambisol;;;;;;water;6.9;;;fine_sand;;61.0;;24.0;;;;;;;;;;;;;;;;
2018-04-26_D_IT_ACQUA&SOLE_F_IT_ACQUAESOLE_4_NA_NA_P_3;date:2018-04-26T00:00:00:yyyy-MM-dd;D;IT;acquaAMPERSANDsole;;F;IT_ACQUAESOLE_4;NA;NA;P;3;;;;;cambisol;;;;;;water;6.9;;;fine_sand;;61.0;;24.0;;;;;;;;;;;;;;;;
2019-09-20_D_IT_SOIL4LIFE_F_LOV_1_NA_NA_P_1;date:2019-09-20T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;LOV_1;NA;NA;P;1;;;;;cambisol;;;;;;water;6.23;25.46;7;loamy_sand;;55.0;;33.0;;;;;;;;;;;;;;;;
2019-09-20_D_IT_SOIL4LIFE_F_PED_1_NA_NA_P_2;date:2019-09-20T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;PED_1;NA;NA;P;2;;;;;luvisol;;;;;;water;6.14;15.63;7.6;loamy_sand;;48.0;;48.0;;;;;;;;;;;;;;;;
2019-09-20_D_IT_SOIL4LIFE_F_PED_1_NA_NA_P_3;date:2019-09-20T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;PED_1;NA;NA;P;3;;;;;luvisol;;;;;;water;6.14;15.63;7.6;loamy_sand;;48.0;;48.0;;;;;;;;;;;;;;;;
2019-09-20_D_IT_SOIL4LIFE_F_PED_2_NA_NA_P_1;date:2019-09-20T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;PED_2;NA;NA;P;1;;;;;luvisol;;;;;;water;5.81;18.03;8.3;loamy_sand;;48.0;;48.0;;;;;;;;;;;;;;;;
2019-09-20_D_IT_SOIL4LIFE_F_PED_2_NA_NA_P_2;date:2019-09-20T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;PED_2;NA;NA;P;2;;;;;luvisol;;;;;;water;5.81;18.03;8.3;loamy_sand;;48.0;;48.0;;;;;;;;;;;;;;;;
2020-10-20_D_IT_SOIL4LIFE_F_PED_4_NA_NA_P_1;date:2020-10-20T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;PED_4;NA;NA;P;1;;;;;luvisol;;;;;;water;6.83;19.7;3;loamy_sand;;48.0;;48.0;;;;;;;;;;;;;;;;
2020-10-20_D_IT_SOIL4LIFE_F_PED_4_NA_NA_P_2;date:2020-10-20T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;PED_4;NA;NA;P;2;;;;;luvisol;;;;;;water;6.83;19.7;3;loamy_sand;;48.0;;48.0;;;;;;;;;;;;;;;;
2020-10-20_D_IT_SOIL4LIFE_F_PED_4_NA_NA_P_3;date:2020-10-20T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;PED_4;NA;NA;P;3;;;;;luvisol;;;;;;water;6.83;19.7;3;loamy_sand;;48.0;;48.0;;;;;;;;;;;;;;;;
2020-10-20_D_IT_SOIL4LIFE_F_NEO_1_NA_NA_P_1;date:2020-10-20T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;NEO_1;NA;NA;P;1;;;;;cambisol;;;;;;water;6.21;29.93;13.3;loamy_sand;;55.0;;33.0;;;;;;;;;;;;;;;;
2020-10-20_D_IT_SOIL4LIFE_F_NEO_4_NA_NA_P_1;date:2020-10-20T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;NEO_4;NA;NA;P;1;;;;;cambisol;;;;;;water;;;;loamy_sand;;55.0;;33.0;;;;;;;;;;;;;;;;
2020-10-20_D_IT_SOIL4LIFE_F_NEO_4_NA_NA_P_2;date:2020-10-20T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;NEO_4;NA;NA;P;2;;;;;cambisol;;;;;;water;;;;loamy_sand;;55.0;;33.0;;;;;;;;;;;;;;;;
2020-10-20_D_IT_SOIL4LIFE_F_NEO_4_NA_NA_P_3;date:2020-10-20T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;NEO_4;NA;NA;P;3;;;;;cambisol;;;;;;water;;;;loamy_sand;;55.0;;33.0;;;;;;;;;;;;;;;;
2020-10-20_D_IT_SOIL4LIFE_F_COL_1_NA_NA_P_1;date:2020-10-20T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;COL_1;NA;NA;P;1;;;;;luvisol;;;;;;water;6.24;25.7;6.5;loam;;40.0;;39.0;;;;;;;;;;;;;;;;
2020-10-20_D_IT_SOIL4LIFE_F_COL_4_NA_NA_P_1;date:2020-10-20T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;COL_4;NA;NA;P;1;;;;;arenosol;;;;;;water;;;;sandy_loam;;86.0;;9.0;;;;;;;;;;;;;;;;
2020-10-20_D_IT_SOIL4LIFE_F_COL_4_NA_NA_P_2;date:2020-10-20T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;COL_4;NA;NA;P;2;;;;;arenosol;;;;;;water;;;;sandy_loam;;86.0;;9.0;;;;;;;;;;;;;;;;
2020-10-20_D_IT_SOIL4LIFE_F_COL_4_NA_NA_P_3;date:2020-10-20T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;COL_4;NA;NA;P;3;;;;;arenosol;;;;;;water;;;;sandy_loam;;86.0;;9.0;;;;;;;;;;;;;;;;
2021-04-24_D_IT_SOIL4LIFE_F_LOV_1_NA_NA_P_1;date:2021-04-24T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;LOV_1;NA;NA;P;1;;;;;cambisol;;;;;;water;5.98;36.5;6;loamy_sand;;55.0;;33.0;;;;;;;;;;;;;;;;
2021-04-24_D_IT_SOIL4LIFE_F_LOV_1_NA_NA_P_2;date:2021-04-24T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;LOV_1;NA;NA;P;2;;;;;cambisol;;;;;;water;5.98;36.5;6;loamy_sand;;55.0;;33.0;;;;;;;;;;;;;;;;
2021-04-17_D_IT_SOIL4LIFE_F_PED_1_NA_NA_P_3;date:2021-04-17T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;PED_1;NA;NA;P;3;;;;;luvisol;;;;;;water;5.84;29;4.3;loamy_sand;;48.0;;48.0;;;;;;;;;;;;;;;;
2021-04-17_D_IT_SOIL4LIFE_F_PED_2_NA_NA_P_1;date:2021-04-17T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;PED_2;NA;NA;P;1;;;;;luvisol;;;;;;water;5.68;31.06;2;loamy_sand;;48.0;;48.0;;;;;;;;;;;;;;;;
2021-04-17_D_IT_SOIL4LIFE_F_PED_2_NA_NA_P_2;date:2021-04-17T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;PED_2;NA;NA;P;2;;;;;luvisol;;;;;;water;5.68;31.06;2;loamy_sand;;48.0;;48.0;;;;;;;;;;;;;;;;
2021-04-17_D_IT_SOIL4LIFE_F_PED_2_NA_NA_P_3;date:2021-04-17T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;PED_2;NA;NA;P;3;;;;;luvisol;;;;;;water;5.68;31.06;2;loamy_sand;;48.0;;48.0;;;;;;;;;;;;;;;;
2021-04-24_D_IT_SOIL4LIFE_F_NEO_1_NA_NA_P_3;date:2021-04-24T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;NEO_1;NA;NA;P;3;;;;;cambisol;;;;;;water;6.2;24.7;10.6;loamy_sand;;55.0;;33.0;;;;;;;;;;;;;;;;
2021-04-24_D_IT_SOIL4LIFE_F_NEO_2_NA_NA_P_1;date:2021-04-24T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;NEO_2;NA;NA;P;1;;;;;cambisol;;;;;;water;5.95;26.73;5.6;loamy_sand;;55.0;;33.0;;;;;;;;;;;;;;;;
2021-04-24_D_IT_SOIL4LIFE_F_NEO_2_NA_NA_P_2;date:2021-04-24T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;NEO_2;NA;NA;P;2;;;;;cambisol;;;;;;water;5.95;26.73;5.6;loamy_sand;;55.0;;33.0;;;;;;;;;;;;;;;;
2021-04-24_D_IT_SOIL4LIFE_F_NEO_2_NA_NA_P_3;date:2021-04-24T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;NEO_2;NA;NA;P;3;;;;;cambisol;;;;;;water;5.95;26.73;5.6;loamy_sand;;55.0;;33.0;;;;;;;;;;;;;;;;
2021-04-17_D_IT_SOIL4LIFE_F_COL_1_NA_NA_P_3;date:2021-04-17T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;COL_1;NA;NA;P;3;;;;;luvisol;;;;;;water;6.69;30.95;8;loam;;40.0;;39.0;;;;;;;;;;;;;;;;
2021-04-17_D_IT_SOIL4LIFE_F_COL_2_NA_NA_P_1;date:2021-04-17T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;COL_2;NA;NA;P;1;;;;;luvisol;;;;;;water;6.81;25.2;8.25;loam;;40.0;;39.0;;;;;;;;;;;;;;;;
2021-04-17_D_IT_SOIL4LIFE_F_COL_2_NA_NA_P_2;date:2021-04-17T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;COL_2;NA;NA;P;2;;;;;luvisol;;;;;;water;6.81;25.2;8.25;loam;;40.0;;39.0;;;;;;;;;;;;;;;;
2021-04-17_D_IT_SOIL4LIFE_F_COL_2_NA_NA_P_3;date:2021-04-17T00:00:00:yyyy-MM-dd;D;IT;soil4life;;F;COL_2;NA;NA;P;3;;;;;luvisol;;;;;;water;6.81;25.2;8.25;loam;;40.0;;39.0;;;;;;;;;;;;;;;;
2022-10-13_D_IT_qbs_prati_F_E-10_NA_NA_P_1;date:2022-10-13T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-10;NA;NA;P;1;;;;;calcisol;;;;;;water;8.0;17.2;34;silt_loam;;18.0;;59.0;;;;;;;;;;;;;;;;
2022-10-13_D_IT_qbs_prati_F_E-10_NA_NA_P_2;date:2022-10-13T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-10;NA;NA;P;2;;;;;calcisol;;;;;;water;8.0;17.2;34;silt_loam;;18.0;;59.0;;;;;;;;;;;;;;;;
2022-10-13_D_IT_qbs_prati_F_E-10_NA_NA_P_3;date:2022-10-13T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-10;NA;NA;P;3;;;;;calcisol;;;;;;water;8.0;17.2;34;silt_loam;;18.0;;59.0;;;;;;;;;;;;;;;;
2022-10-13_D_IT_qbs_prati_F_E-11_NA_NA_P_1;date:2022-10-13T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-11;NA;NA;P;1;;;;;calcisol;;;;;;water;8.3;5;49;loam;;49.0;;38.0;;;;;;;;;;;;;;;;
2022-10-13_D_IT_qbs_prati_F_E-11_NA_NA_P_2;date:2022-10-13T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-11;NA;NA;P;2;;;;;calcisol;;;;;;water;8.3;5;49;loam;;49.0;;38.0;;;;;;;;;;;;;;;;
2022-10-14_D_IT_qbs_prati_F_E-15_NA_NA_P_1;date:2022-10-14T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-15;NA;NA;P;1;;;;;luvisol;;;;;;water;7.1;13;;loam;;42.0;;35.0;;;;;;;;;;;;;;;;
2022-10-14_D_IT_qbs_prati_F_E-15_NA_NA_P_2;date:2022-10-14T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-15;NA;NA;P;2;;;;;luvisol;;;;;;water;7.1;13;;loam;;42.0;;35.0;;;;;;;;;;;;;;;;
2022-10-14_D_IT_qbs_prati_F_E-15_NA_NA_P_3;date:2022-10-14T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-15;NA;NA;P;3;;;;;luvisol;;;;;;water;7.1;13;;loam;;42.0;;35.0;;;;;;;;;;;;;;;;
2022-10-14_D_IT_qbs_prati_F_E-16_NA_NA_P_1;date:2022-10-14T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-16;NA;NA;P;1;;;;;regosol;;;;;;water;8.1;8;46;loam;;42.0;;44.0;;;;;;;;;;;;;;;;
2022-10-14_D_IT_qbs_prati_F_E-16_NA_NA_P_2;date:2022-10-14T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-16;NA;NA;P;2;;;;;regosol;;;;;;water;8.1;8;46;loam;;42.0;;44.0;;;;;;;;;;;;;;;;
2022-10-13_D_IT_qbs_prati_F_E-2_NA_NA_P_1;date:2022-10-13T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-2;NA;NA;P;1;;;;;luvisol;;;;;;water;7.1;13;;loam;;42.0;;35.0;;;;;;;;;;;;;;;;
2022-10-13_D_IT_qbs_prati_F_E-2_NA_NA_P_2;date:2022-10-13T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-2;NA;NA;P;2;;;;;luvisol;;;;;;water;7.1;13;;loam;;42.0;;35.0;;;;;;;;;;;;;;;;
2022-10-13_D_IT_qbs_prati_F_E-2_NA_NA_P_3;date:2022-10-13T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-2;NA;NA;P;3;;;;;luvisol;;;;;;water;7.1;13;;loam;;42.0;;35.0;;;;;;;;;;;;;;;;
2022-10-14_D_IT_qbs_prati_F_E-20_NA_NA_P_1;date:2022-10-14T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-20;NA;NA;P;1;;;;;luvisol;;;;;;water;7.9;16.5;4;sandy_loam;;74.0;;14.0;;;;;;;;;;;;;;;;
2022-10-14_D_IT_qbs_prati_F_E-20_NA_NA_P_2;date:2022-10-14T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-20;NA;NA;P;2;;;;;luvisol;;;;;;water;7.9;16.5;4;sandy_loam;;74.0;;14.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-42_NA_NA_P_1;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-42;NA;NA;P;1;;;;;luvisol;;;;;;water;7.3;6;;sandy_loam;;72.0;;17.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-42_NA_NA_P_2;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-42;NA;NA;P;2;;;;;luvisol;;;;;;water;7.3;6;;sandy_loam;;72.0;;17.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-42_NA_NA_P_3;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-42;NA;NA;P;3;;;;;luvisol;;;;;;water;7.3;6;;sandy_loam;;72.0;;17.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-43_NA_NA_P_1;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-43;NA;NA;P;1;;;;;luvisol;;;;;;water;7.5;7.5;;sandy_loam;;66.0;;24.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-43_NA_NA_P_2;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-43;NA;NA;P;2;;;;;luvisol;;;;;;water;7.5;7.5;;sandy_loam;;66.0;;24.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-45_NA_NA_P_2;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-45;NA;NA;P;2;;;;;luvisol;;;;;;water;8.0;20.7;7;silty_clay_loam;;25.0;;44.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-45_NA_NA_P_3;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-45;NA;NA;P;3;;;;;luvisol;;;;;;water;8.0;20.7;7;silty_clay_loam;;25.0;;44.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-46_NA_NA_P_1;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-46;NA;NA;P;1;;;;;luvisol;;;;;;water;8.0;20.7;7;silty_clay_loam;;25.0;;44.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-46_NA_NA_P_2;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-46;NA;NA;P;2;;;;;luvisol;;;;;;water;8.0;20.7;7;silty_clay_loam;;25.0;;44.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-46_NA_NA_P_3;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-46;NA;NA;P;3;;;;;luvisol;;;;;;water;8.0;20.7;7;silty_clay_loam;;25.0;;44.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-48_NA_NA_P_3;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-48;NA;NA;P;3;;;;;cambisol;;;;;;water;8.4;12.3;3;sandy_loam;;60.0;;24.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-49_NA_NA_P_1;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-49;NA;NA;P;1;;;;;luvisol;;;;;;water;8.3;15;17;silty_clay_loam;;35.0;;38.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-49_NA_NA_P_2;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-49;NA;NA;P;2;;;;;luvisol;;;;;;water;8.3;15;17;silty_clay_loam;;35.0;;38.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-49_NA_NA_P_3;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-49;NA;NA;P;3;;;;;luvisol;;;;;;water;8.3;15;17;silty_clay_loam;;35.0;;38.0;;;;;;;;;;;;;;;;
2022-10-13_D_IT_qbs_prati_F_E-5_NA_NA_P_1;date:2022-10-13T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-5;NA;NA;P;1;;;;;regosol;;;;;;water;8.1;8;46;loam;;42.0;;44.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-51_NA_NA_P_1;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-51;NA;NA;P;1;;;;;luvisol;;;;;;water;8.3;15;17;silty_clay_loam;;35.0;;38.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-51_NA_NA_P_2;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-51;NA;NA;P;2;;;;;luvisol;;;;;;water;8.3;15;17;silty_clay_loam;;35.0;;38.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-51_NA_NA_P_3;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-51;NA;NA;P;3;;;;;luvisol;;;;;;water;8.3;15;17;silty_clay_loam;;35.0;;38.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-52_NA_NA_P_1;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-52;NA;NA;P;1;;;;;luvisol;;;;;;water;7.7;14.7;9;loam;;44.0;;37.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-52_NA_NA_P_2;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-52;NA;NA;P;2;;;;;luvisol;;;;;;water;7.7;14.7;9;loam;;44.0;;37.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-54_NA_NA_P_2;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-54;NA;NA;P;2;;;;;luvisol;;;;;;water;6.2;13;;sandy_loam;;62.0;;20.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-54_NA_NA_P_3;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-54;NA;NA;P;3;;;;;luvisol;;;;;;water;6.2;13;;sandy_loam;;62.0;;20.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-55_NA_NA_P_1;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-55;NA;NA;P;1;;;;;luvisol;;;;;;water;6.3;19.5;;loam;;49.0;;38.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-55_NA_NA_P_2;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-55;NA;NA;P;2;;;;;luvisol;;;;;;water;6.3;19.5;;loam;;49.0;;38.0;;;;;;;;;;;;;;;;
2022-11-07_D_IT_qbs_prati_F_E-55_NA_NA_P_3;date:2022-11-07T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-55;NA;NA;P;3;;;;;luvisol;;;;;;water;6.3;19.5;;loam;;49.0;;38.0;;;;;;;;;;;;;;;;
2022-11-08_D_IT_qbs_prati_F_E-57_NA_NA_P_3;date:2022-11-08T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-57;NA;NA;P;3;;;;;luvisol;;;;;;water;7.1;7.2;2;sandy_loam;;56.0;;32.0;;;;;;;;;;;;;;;;
2022-11-08_D_IT_qbs_prati_F_E-58_NA_NA_P_1;date:2022-11-08T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-58;NA;NA;P;1;;;;;luvisol;;;;;;water;7.6;27.5;;silty_clay_loam;;12.0;;52.0;;;;;;;;;;;;;;;;
2022-11-08_D_IT_qbs_prati_F_E-58_NA_NA_P_2;date:2022-11-08T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-58;NA;NA;P;2;;;;;luvisol;;;;;;water;7.6;27.5;;silty_clay_loam;;12.0;;52.0;;;;;;;;;;;;;;;;
2022-11-08_D_IT_qbs_prati_F_E-58_NA_NA_P_3;date:2022-11-08T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-58;NA;NA;P;3;;;;;luvisol;;;;;;water;7.6;27.5;;silty_clay_loam;;12.0;;52.0;;;;;;;;;;;;;;;;
2022-11-08_D_IT_qbs_prati_F_E-59_NA_NA_P_1;date:2022-11-08T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-59;NA;NA;P;1;;;;;luvisol;;;;;;water;7.6;27.5;;silty_clay_loam;;12.0;;52.0;;;;;;;;;;;;;;;;
2022-11-08_D_IT_qbs_prati_F_E-60_NA_NA_P_1;date:2022-11-08T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-60;NA;NA;P;1;;;;;luvisol;;;;;;water;6.4;19.3;;silt_loam;;20.0;;55.0;;;;;;;;;;;;;;;;
2022-11-08_D_IT_qbs_prati_F_E-60_NA_NA_P_2;date:2022-11-08T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-60;NA;NA;P;2;;;;;luvisol;;;;;;water;6.4;19.3;;silt_loam;;20.0;;55.0;;;;;;;;;;;;;;;;
2022-11-08_D_IT_qbs_prati_F_E-60_NA_NA_P_3;date:2022-11-08T00:00:00:yyyy-MM-dd;D;IT;qbs_prati;;F;E-60;NA;NA;P;3;;;;;luvisol;;;;;;water;6.4;19.3;;silt_loam;;20.0;;55.0;;;;;;;;;;;;;;;;
